Helper,Subject,Topic,Category,Question,Cluttered,Decluttered,Focused
8Car,8,Car,AESTHETIC,disliked aesthetic,1,0,0
8Car,8,Car,AESTHETIC,unprofessional,1,0,0
8Car,8,Car,AESTHETIC,cluttered,0,0,0
8Car,8,Car,AESTHETIC,boring,0,0,0
8Car,8,Car,INFORMATION,likes info,0,0,1
8Car,8,Car,INFORMATION,clear info,0,0,0
8Car,8,Car,INFORMATION,has purpose,0,0,1
8Car,8,Car,INFORMATION,disliked info,0,0,0
8Car,8,Car,INFORMATION,no purpose,0,0,0
8Car,8,Car,INFORMATION,not enough info,0,0,0
8Car,8,Car,INFORMATION,too much info,0,0,0
8Car,8,Car,EMPHASIS,likes emphasis,0,0,0
8Car,8,Car,EMPHASIS,disliked emphasis,0,0,0
8Plant,8,Plant,COLOR,likes color,1,0,0
8Plant,8,Plant,COLOR,clear color,1,0,0
8Plant,8,Plant,COLOR,disliked color,1,0,0
8Plant,8,Plant,COLOR,not enough colors,0,0,0
8Plant,8,Plant,COLOR,too many colors,0,0,0
8Plant,8,Plant,AESTHETIC,likes aesthetic,0,0,1
8Plant,8,Plant,AESTHETIC,easy to read,0,0,0
8Plant,8,Plant,AESTHETIC,professional,1,0,1
8Plant,8,Plant,AESTHETIC,disliked aesthetic,1,1,0
8Plant,8,Plant,AESTHETIC,unprofessional,1,0,0
8Plant,8,Plant,AESTHETIC,cluttered,0,0,0
8Plant,8,Plant,AESTHETIC,boring,0,1,0
8Plant,8,Plant,INFORMATION,likes info,0,0,0
8Plant,8,Plant,INFORMATION,clear info,0,0,0
8Plant,8,Plant,INFORMATION,has purpose,0,0,0
8Plant,8,Plant,INFORMATION,disliked info,0,1,0
8Plant,8,Plant,INFORMATION,no purpose,0,1,0
8Plant,8,Plant,INFORMATION,not enough info,0,0,0
8Plant,8,Plant,INFORMATION,too much info,0,0,0
8Plant,8,Plant,EMPHASIS,likes emphasis,0,0,0
8Plant,8,Plant,EMPHASIS,disliked emphasis,0,0,0
9Prison,9,Prison,COLOR,likes color,0,0,0
9Prison,9,Prison,COLOR,clear color,0,0,0
9Prison,9,Prison,COLOR,disliked color,0,0,0
9Prison,9,Prison,COLOR,not enough colors,0,0,0
9Prison,9,Prison,COLOR,too many colors,0,0,0
9Prison,9,Prison,AESTHETIC,likes aesthetic,0,1,1
9Prison,9,Prison,AESTHETIC,easy to read,0,1,1
9Prison,9,Prison,AESTHETIC,professional,0,0,1
9Prison,9,Prison,AESTHETIC,disliked aesthetic,1,0,1
9Prison,9,Prison,AESTHETIC,unprofessional,0,0,1
9Prison,9,Prison,AESTHETIC,cluttered,1,0,1
9Prison,9,Prison,AESTHETIC,boring,0,0,0
9Prison,9,Prison,INFORMATION,likes info,0,0,0
9Prison,9,Prison,INFORMATION,clear info,0,0,0
9Prison,9,Prison,INFORMATION,has purpose,0,0,0
9Prison,9,Prison,INFORMATION,disliked info,1,0,1
9Prison,9,Prison,INFORMATION,no purpose,1,0,0
9Prison,9,Prison,INFORMATION,not enough info,0,0,0
9Prison,9,Prison,INFORMATION,too much info,0,0,0
9Prison,9,Prison,EMPHASIS,likes emphasis,0,0,0
9Prison,9,Prison,EMPHASIS,disliked emphasis,0,0,0
9News,9,News,COLOR,likes color,0,0,0
9News,9,News,COLOR,clear color,0,0,0
9News,9,News,COLOR,disliked color,0,0,0
9News,9,News,COLOR,not enough colors,0,0,0
9News,9,News,COLOR,too many colors,0,0,0
9News,9,News,AESTHETIC,likes aesthetic,0,1,1
9News,9,News,AESTHETIC,easy to read,0,1,1
9News,9,News,AESTHETIC,professional,1,0,0
9News,9,News,AESTHETIC,disliked aesthetic,1,0,0
9News,9,News,AESTHETIC,unprofessional,1,0,0
9News,9,News,AESTHETIC,cluttered,0,0,0
9News,9,News,AESTHETIC,boring,0,0,0
9News,9,News,INFORMATION,likes info,0,0,1
9News,9,News,INFORMATION,clear info,0,0,0
9News,9,News,INFORMATION,has purpose,0,0,1
9News,9,News,INFORMATION,disliked info,0,0,0
9News,9,News,INFORMATION,no purpose,0,0,0
9News,9,News,INFORMATION,not enough info,0,0,0
9News,9,News,INFORMATION,too much info,0,0,0
9News,9,News,EMPHASIS,likes emphasis,0,0,0
9News,9,News,EMPHASIS,disliked emphasis,0,0,0
9Tires,9,Tires,COLOR,likes color,0,0,0
9Tires,9,Tires,COLOR,clear color,0,0,0
9Tires,9,Tires,COLOR,disliked color,0,0,0
9Tires,9,Tires,COLOR,not enough colors,0,0,0
9Tires,9,Tires,COLOR,too many colors,0,0,0
9Tires,9,Tires,AESTHETIC,likes aesthetic,0,1,1
9Tires,9,Tires,AESTHETIC,easy to read,0,1,0
9Tires,9,Tires,AESTHETIC,professional,1,0,0
9Tires,9,Tires,AESTHETIC,disliked aesthetic,1,1,1
9Tires,9,Tires,AESTHETIC,unprofessional,1,0,0
9Tires,9,Tires,AESTHETIC,cluttered,0,0,0
9Tires,9,Tires,AESTHETIC,boring,0,1,0
9Tires,9,Tires,INFORMATION,likes info,0,0,1
9Tires,9,Tires,INFORMATION,clear info,0,0,0
9Tires,9,Tires,INFORMATION,has purpose,0,0,0
9Tires,9,Tires,INFORMATION,disliked info,0,0,0
9Tires,9,Tires,INFORMATION,no purpose,0,0,0
9Tires,9,Tires,INFORMATION,not enough info,0,0,0
9Tires,9,Tires,INFORMATION,too much info,0,0,0
9Tires,9,Tires,EMPHASIS,likes emphasis,0,0,0
9Tires,9,Tires,EMPHASIS,disliked emphasis,0,0,0
9Holiday,9,Holiday,COLOR,likes color,0,0,1
9Holiday,9,Holiday,COLOR,clear color,0,0,0
9Holiday,9,Holiday,COLOR,disliked color,0,0,1
9Holiday,9,Holiday,COLOR,not enough colors,0,0,0
9Holiday,9,Holiday,COLOR,too many colors,0,0,0
9Holiday,9,Holiday,AESTHETIC,likes aesthetic,0,1,1
9Holiday,9,Holiday,AESTHETIC,easy to read,0,1,1
9Holiday,9,Holiday,AESTHETIC,professional,1,1,0
9Holiday,9,Holiday,AESTHETIC,disliked aesthetic,1,0,0
9Holiday,9,Holiday,AESTHETIC,unprofessional,1,0,0
9Holiday,9,Holiday,AESTHETIC,cluttered,0,0,0
9Holiday,9,Holiday,AESTHETIC,boring,0,0,0
9Holiday,9,Holiday,INFORMATION,likes info,0,0,1
9Holiday,9,Holiday,INFORMATION,clear info,0,0,0
9Holiday,9,Holiday,INFORMATION,has purpose,0,0,0
9Holiday,9,Holiday,INFORMATION,disliked info,0,0,1
9Holiday,9,Holiday,INFORMATION,no purpose,0,0,0
9Holiday,9,Holiday,INFORMATION,not enough info,0,0,0
9Holiday,9,Holiday,INFORMATION,too much info,0,0,1
9Holiday,9,Holiday,EMPHASIS,likes emphasis,0,0,0
9Holiday,9,Holiday,EMPHASIS,disliked emphasis,0,0,0
9Car,9,Car,COLOR,likes color,0,0,1
9Car,9,Car,COLOR,clear color,0,0,0
9Car,9,Car,COLOR,disliked color,1,0,0
9Car,9,Car,COLOR,not enough colors,0,0,0
9Car,9,Car,COLOR,too many colors,0,0,0
9Car,9,Car,AESTHETIC,likes aesthetic,0,1,1
9Car,9,Car,AESTHETIC,easy to read,0,1,1
9Car,9,Car,AESTHETIC,professional,0,0,0
9Car,9,Car,AESTHETIC,disliked aesthetic,1,1,0
9Car,9,Car,AESTHETIC,unprofessional,0,0,0
9Car,9,Car,AESTHETIC,cluttered,1,0,0
9Car,9,Car,AESTHETIC,boring,0,1,0
9Car,9,Car,INFORMATION,likes info,0,0,1
9Car,9,Car,INFORMATION,clear info,0,0,0
9Car,9,Car,INFORMATION,has purpose,0,0,0
9Car,9,Car,INFORMATION,disliked info,0,0,1
9Car,9,Car,INFORMATION,no purpose,0,0,0
9Car,9,Car,INFORMATION,not enough info,0,0,0
9Car,9,Car,INFORMATION,too much info,0,0,1
9Car,9,Car,EMPHASIS,likes emphasis,0,0,0
9Car,9,Car,EMPHASIS,disliked emphasis,0,0,0
9Plant,9,Plant,COLOR,likes color,0,0,1
9Plant,9,Plant,COLOR,clear color,0,0,0
9Plant,9,Plant,COLOR,disliked color,0,0,0
9Plant,9,Plant,COLOR,not enough colors,0,0,0
9Plant,9,Plant,COLOR,too many colors,0,0,0
9Plant,9,Plant,AESTHETIC,likes aesthetic,0,1,1
9Plant,9,Plant,AESTHETIC,easy to read,0,1,1
9Plant,9,Plant,AESTHETIC,professional,1,0,0
9Plant,9,Plant,AESTHETIC,disliked aesthetic,1,1,0
9Plant,9,Plant,AESTHETIC,unprofessional,1,0,0
9Plant,9,Plant,AESTHETIC,cluttered,0,0,0
9Plant,9,Plant,AESTHETIC,boring,0,1,0
9Plant,9,Plant,INFORMATION,likes info,0,0,0
9Plant,9,Plant,INFORMATION,clear info,0,0,0
9Plant,9,Plant,INFORMATION,has purpose,0,0,0
9Plant,9,Plant,INFORMATION,disliked info,1,0,1
9Plant,9,Plant,INFORMATION,no purpose,0,0,0
9Plant,9,Plant,INFORMATION,not enough info,0,0,0
9Plant,9,Plant,INFORMATION,too much info,0,0,1
9Plant,9,Plant,EMPHASIS,likes emphasis,0,0,0
9Plant,9,Plant,EMPHASIS,disliked emphasis,0,0,0
10Prison,10,Prison,COLOR,likes color,0,0,0
10Prison,10,Prison,COLOR,clear color,0,0,0
10Prison,10,Prison,COLOR,disliked color,0,0,0
10Prison,10,Prison,COLOR,not enough colors,0,0,0
10Prison,10,Prison,COLOR,too many colors,0,0,0
10Prison,10,Prison,AESTHETIC,likes aesthetic,0,1,1
10Prison,10,Prison,AESTHETIC,easy to read,0,1,1
10Prison,10,Prison,AESTHETIC,professional,0,0,0
10Prison,10,Prison,AESTHETIC,disliked aesthetic,1,0,0
10Prison,10,Prison,AESTHETIC,unprofessional,0,0,0
10Prison,10,Prison,AESTHETIC,cluttered,1,0,0
10Prison,10,Prison,AESTHETIC,boring,0,0,0
10Prison,10,Prison,INFORMATION,likes info,0,0,0
10Prison,10,Prison,INFORMATION,clear info,0,0,0
10Prison,10,Prison,INFORMATION,has purpose,0,0,0
10Prison,10,Prison,INFORMATION,disliked info,0,0,0
10Prison,10,Prison,INFORMATION,no purpose,0,0,0
10Prison,10,Prison,INFORMATION,not enough info,0,0,0
10Prison,10,Prison,INFORMATION,too much info,0,0,0
10Prison,10,Prison,EMPHASIS,likes emphasis,0,0,0
10Prison,10,Prison,EMPHASIS,disliked emphasis,0,0,1
10News,10,News,COLOR,likes color,0,0,0
10News,10,News,COLOR,clear color,0,0,0
10News,10,News,COLOR,disliked color,0,0,0
10News,10,News,COLOR,not enough colors,0,0,0
10News,10,News,COLOR,too many colors,0,0,0
10News,10,News,AESTHETIC,likes aesthetic,0,0,1
10News,10,News,AESTHETIC,easy to read,0,0,1
10News,10,News,AESTHETIC,professional,0,0,0
10News,10,News,AESTHETIC,disliked aesthetic,1,0,0
10News,10,News,AESTHETIC,unprofessional,0,0,0
10News,10,News,AESTHETIC,cluttered,1,0,0
10News,10,News,AESTHETIC,boring,0,0,0
10News,10,News,INFORMATION,likes info,0,0,1
10News,10,News,INFORMATION,clear info,0,0,0
10News,10,News,INFORMATION,has purpose,0,0,1
10News,10,News,INFORMATION,disliked info,0,1,0
10News,10,News,INFORMATION,no purpose,0,1,0
10News,10,News,INFORMATION,not enough info,0,0,0
10News,10,News,INFORMATION,too much info,0,0,0
10News,10,News,EMPHASIS,likes emphasis,0,0,1
10News,10,News,EMPHASIS,disliked emphasis,0,0,0
10Tires,10,Tires,COLOR,likes color,0,0,0
10Tires,10,Tires,COLOR,clear color,0,0,0
10Tires,10,Tires,COLOR,disliked color,0,0,0
10Tires,10,Tires,COLOR,not enough colors,0,0,0
10Tires,10,Tires,COLOR,too many colors,0,0,0
10Tires,10,Tires,AESTHETIC,likes aesthetic,0,0,1
10Tires,10,Tires,AESTHETIC,easy to read,0,0,1
10Tires,10,Tires,AESTHETIC,professional,0,0,0
10Tires,10,Tires,AESTHETIC,disliked aesthetic,1,0,0
10Tires,10,Tires,AESTHETIC,unprofessional,0,0,0
10Tires,10,Tires,AESTHETIC,cluttered,1,0,0
10Tires,10,Tires,AESTHETIC,boring,0,0,0
10Tires,10,Tires,INFORMATION,likes info,0,0,1
10Tires,10,Tires,INFORMATION,clear info,0,0,1
10Tires,10,Tires,INFORMATION,has purpose,0,0,0
10Tires,10,Tires,INFORMATION,disliked info,0,0,0
10Tires,10,Tires,INFORMATION,no purpose,0,0,0
10Tires,10,Tires,INFORMATION,not enough info,0,0,0
10Tires,10,Tires,INFORMATION,too much info,0,0,0
10Tires,10,Tires,EMPHASIS,likes emphasis,0,0,1
10Tires,10,Tires,EMPHASIS,disliked emphasis,0,0,0
10Holiday,10,Holiday,COLOR,likes color,0,0,0
10Holiday,10,Holiday,COLOR,clear color,0,0,0
10Holiday,10,Holiday,COLOR,disliked color,0,0,0
10Holiday,10,Holiday,COLOR,not enough colors,0,0,0
10Holiday,10,Holiday,COLOR,too many colors,0,0,0
10Holiday,10,Holiday,AESTHETIC,likes aesthetic,0,0,1
10Holiday,10,Holiday,AESTHETIC,easy to read,0,0,1
10Holiday,10,Holiday,AESTHETIC,professional,1,0,0
10Holiday,10,Holiday,AESTHETIC,disliked aesthetic,1,0,0
10Holiday,10,Holiday,AESTHETIC,unprofessional,1,0,0
10Holiday,10,Holiday,AESTHETIC,cluttered,0,0,0
10Holiday,10,Holiday,AESTHETIC,boring,0,0,0
10Holiday,10,Holiday,INFORMATION,likes info,0,0,1
10Holiday,10,Holiday,INFORMATION,clear info,0,0,0
10Holiday,10,Holiday,INFORMATION,has purpose,0,0,1
10Holiday,10,Holiday,INFORMATION,disliked info,0,1,0
10Holiday,10,Holiday,INFORMATION,no purpose,0,1,0
10Holiday,10,Holiday,INFORMATION,not enough info,0,0,0
10Holiday,10,Holiday,INFORMATION,too much info,0,0,0
10Holiday,10,Holiday,EMPHASIS,likes emphasis,0,0,1
10Holiday,10,Holiday,EMPHASIS,disliked emphasis,0,0,0
10Car,10,Car,COLOR,likes color,0,0,0
10Car,10,Car,COLOR,clear color,0,0,0
10Car,10,Car,COLOR,disliked color,0,0,0
10Car,10,Car,COLOR,not enough colors,0,0,0
10Car,10,Car,COLOR,too many colors,0,0,0
10Car,10,Car,AESTHETIC,likes aesthetic,0,1,0
10Car,10,Car,AESTHETIC,easy to read,0,0,0
10Car,10,Car,AESTHETIC,professional,0,0,0
10Car,10,Car,AESTHETIC,disliked aesthetic,1,0,0
10Car,10,Car,AESTHETIC,unprofessional,0,0,0
10Car,10,Car,AESTHETIC,cluttered,1,0,0
10Car,10,Car,AESTHETIC,boring,0,0,0
10Car,10,Car,INFORMATION,likes info,0,0,1
10Car,10,Car,INFORMATION,clear info,0,0,0
10Car,10,Car,INFORMATION,has purpose,0,0,1
10Car,10,Car,INFORMATION,disliked info,0,1,0
10Car,10,Car,INFORMATION,no purpose,0,1,0
10Car,10,Car,INFORMATION,not enough info,0,0,0
10Car,10,Car,INFORMATION,too much info,0,0,0
10Car,10,Car,EMPHASIS,likes emphasis,0,0,0
10Car,10,Car,EMPHASIS,disliked emphasis,0,0,1
10Plant,10,Plant,COLOR,likes color,0,0,0
10Plant,10,Plant,COLOR,clear color,0,0,0
10Plant,10,Plant,COLOR,disliked color,0,0,0
10Plant,10,Plant,COLOR,not enough colors,0,0,0
10Plant,10,Plant,COLOR,too many colors,0,0,0
10Plant,10,Plant,AESTHETIC,likes aesthetic,0,0,1
10Plant,10,Plant,AESTHETIC,easy to read,0,0,1
10Plant,10,Plant,AESTHETIC,professional,0,0,0
10Plant,10,Plant,AESTHETIC,disliked aesthetic,1,0,0
10Plant,10,Plant,AESTHETIC,unprofessional,0,0,0
10Plant,10,Plant,AESTHETIC,cluttered,0,0,0
10Plant,10,Plant,AESTHETIC,boring,0,0,0
10Plant,10,Plant,INFORMATION,likes info,0,0,1
10Plant,10,Plant,INFORMATION,clear info,0,0,0
10Plant,10,Plant,INFORMATION,has purpose,0,0,1
10Plant,10,Plant,INFORMATION,disliked info,0,1,0
10Plant,10,Plant,INFORMATION,no purpose,0,1,0
10Plant,10,Plant,INFORMATION,not enough info,0,0,0
10Plant,10,Plant,INFORMATION,too much info,0,0,0
10Plant,10,Plant,EMPHASIS,likes emphasis,0,0,0
10Plant,10,Plant,EMPHASIS,disliked emphasis,0,0,0
11Prison,11,Prison,COLOR,likes color,1,0,1
11Prison,11,Prison,COLOR,clear color,0,0,0
11Prison,11,Prison,COLOR,disliked color,1,0,0
11Prison,11,Prison,COLOR,not enough colors,0,0,0
11Prison,11,Prison,COLOR,too many colors,1,0,0
11Prison,11,Prison,AESTHETIC,likes aesthetic,0,1,1
11Prison,11,Prison,AESTHETIC,easy to read,0,1,1
11Prison,11,Prison,AESTHETIC,professional,0,0,0
11Prison,11,Prison,AESTHETIC,disliked aesthetic,1,0,0
11Prison,11,Prison,AESTHETIC,unprofessional,0,0,0
11Prison,11,Prison,AESTHETIC,cluttered,1,0,0
11Prison,11,Prison,AESTHETIC,boring,0,0,0
11Prison,11,Prison,INFORMATION,likes info,0,0,1
11Prison,11,Prison,INFORMATION,clear info,0,0,0
11Prison,11,Prison,INFORMATION,has purpose,0,0,0
11Prison,11,Prison,INFORMATION,disliked info,0,0,0
11Prison,11,Prison,INFORMATION,no purpose,0,0,0
11Prison,11,Prison,INFORMATION,not enough info,0,0,0
11Prison,11,Prison,INFORMATION,too much info,0,0,0
11Prison,11,Prison,EMPHASIS,likes emphasis,0,0,1
11Prison,11,Prison,EMPHASIS,disliked emphasis,0,0,0
11News,11,News,COLOR,likes color,0,0,0
11News,11,News,COLOR,clear color,0,0,0
11News,11,News,COLOR,disliked color,1,0,0
11News,11,News,COLOR,not enough colors,0,0,0
11News,11,News,COLOR,too many colors,1,0,0
11News,11,News,AESTHETIC,likes aesthetic,0,1,0
11News,11,News,AESTHETIC,easy to read,0,1,0
11News,11,News,AESTHETIC,professional,1,0,0
11News,11,News,AESTHETIC,disliked aesthetic,1,0,0
11News,11,News,AESTHETIC,unprofessional,1,0,0
11News,11,News,AESTHETIC,cluttered,1,0,0
11News,11,News,AESTHETIC,boring,0,0,0
11News,11,News,INFORMATION,likes info,0,0,0
11News,11,News,INFORMATION,clear info,0,0,0
11News,11,News,INFORMATION,has purpose,0,0,0
11News,11,News,INFORMATION,disliked info,0,0,0
11News,11,News,INFORMATION,no purpose,0,0,0
11News,11,News,INFORMATION,not enough info,0,0,0
11News,11,News,INFORMATION,too much info,0,0,0
11News,11,News,EMPHASIS,likes emphasis,0,0,1
11News,11,News,EMPHASIS,disliked emphasis,0,0,0
11Tires,11,Tires,COLOR,likes color,0,0,0
11Tires,11,Tires,COLOR,clear color,0,0,0
11Tires,11,Tires,COLOR,disliked color,0,0,0
11Tires,11,Tires,COLOR,not enough colors,0,0,0
11Tires,11,Tires,COLOR,too many colors,0,0,0
11Tires,11,Tires,AESTHETIC,likes aesthetic,1,0,0
11Tires,11,Tires,AESTHETIC,easy to read,0,0,0
11Tires,11,Tires,AESTHETIC,professional,1,0,0
11Tires,11,Tires,AESTHETIC,disliked aesthetic,0,1,1
11Tires,11,Tires,AESTHETIC,unprofessional,0,0,0
11Tires,11,Tires,AESTHETIC,cluttered,0,0,0
11Tires,11,Tires,AESTHETIC,boring,0,0,0
11Tires,11,Tires,INFORMATION,likes info,0,0,0
11Tires,11,Tires,INFORMATION,clear info,0,0,0
11Tires,11,Tires,INFORMATION,has purpose,0,0,0
11Tires,11,Tires,INFORMATION,disliked info,0,0,0
11Tires,11,Tires,INFORMATION,no purpose,0,0,0
11Tires,11,Tires,INFORMATION,not enough info,0,0,0
11Tires,11,Tires,INFORMATION,too much info,0,0,0
11Tires,11,Tires,EMPHASIS,likes emphasis,0,0,0
11Tires,11,Tires,EMPHASIS,disliked emphasis,0,0,0
11Holiday,11,Holiday,COLOR,likes color,0,0,1
11Holiday,11,Holiday,COLOR,clear color,0,0,0
11Holiday,11,Holiday,COLOR,disliked color,0,0,0
11Holiday,11,Holiday,COLOR,not enough colors,0,0,0
11Holiday,11,Holiday,COLOR,too many colors,0,0,0
11Holiday,11,Holiday,AESTHETIC,likes aesthetic,0,0,1
11Holiday,11,Holiday,AESTHETIC,easy to read,0,0,0
11Holiday,11,Holiday,AESTHETIC,professional,1,0,1
11Holiday,11,Holiday,AESTHETIC,disliked aesthetic,1,0,0
11Holiday,11,Holiday,AESTHETIC,unprofessional,1,0,0
11Holiday,11,Holiday,AESTHETIC,cluttered,0,0,0
11Holiday,11,Holiday,AESTHETIC,boring,0,0,0
11Holiday,11,Holiday,INFORMATION,likes info,0,0,0
11Holiday,11,Holiday,INFORMATION,clear info,0,0,0
11Holiday,11,Holiday,INFORMATION,has purpose,0,0,0
11Holiday,11,Holiday,INFORMATION,disliked info,0,0,0
11Holiday,11,Holiday,INFORMATION,no purpose,0,0,0
11Holiday,11,Holiday,INFORMATION,not enough info,0,0,0
11Holiday,11,Holiday,INFORMATION,too much info,0,0,0
11Holiday,11,Holiday,EMPHASIS,likes emphasis,0,0,1
11Holiday,11,Holiday,EMPHASIS,disliked emphasis,0,0,0
11Car,11,Car,COLOR,likes color,0,0,0
11Car,11,Car,COLOR,clear color,0,0,0
11Car,11,Car,COLOR,disliked color,0,0,0
11Car,11,Car,COLOR,not enough colors,0,0,0
11Car,11,Car,COLOR,too many colors,0,0,0
11Car,11,Car,AESTHETIC,likes aesthetic,0,0,1
11Car,11,Car,AESTHETIC,easy to read,0,0,0
11Car,11,Car,AESTHETIC,professional,0,0,0
11Car,11,Car,AESTHETIC,disliked aesthetic,1,0,0
11Car,11,Car,AESTHETIC,unprofessional,0,0,0
11Car,11,Car,AESTHETIC,cluttered,1,0,0
11Car,11,Car,AESTHETIC,boring,0,0,0
11Car,11,Car,INFORMATION,likes info,0,1,1
11Car,11,Car,INFORMATION,clear info,0,1,1
11Car,11,Car,INFORMATION,has purpose,0,0,0
11Car,11,Car,INFORMATION,disliked info,0,0,0
11Car,11,Car,INFORMATION,no purpose,0,0,0
11Car,11,Car,INFORMATION,not enough info,0,0,0
11Car,11,Car,INFORMATION,too much info,0,0,0
11Car,11,Car,EMPHASIS,likes emphasis,0,0,1
11Car,11,Car,EMPHASIS,disliked emphasis,0,0,0
11Plant,11,Plant,COLOR,likes color,0,0,1
11Plant,11,Plant,COLOR,clear color,0,0,0
11Plant,11,Plant,COLOR,disliked color,1,0,0
11Plant,11,Plant,COLOR,not enough colors,0,0,0
11Plant,11,Plant,COLOR,too many colors,1,0,0
11Plant,11,Plant,AESTHETIC,likes aesthetic,0,0,0
11Plant,11,Plant,AESTHETIC,easy to read,0,0,0
11Plant,11,Plant,AESTHETIC,professional,0,0,0
11Plant,11,Plant,AESTHETIC,disliked aesthetic,0,1,0
11Plant,11,Plant,AESTHETIC,unprofessional,0,0,0
11Plant,11,Plant,AESTHETIC,cluttered,1,0,0
11Plant,11,Plant,AESTHETIC,boring,0,0,0
11Plant,11,Plant,INFORMATION,likes info,0,0,1
11Plant,11,Plant,INFORMATION,clear info,0,0,1
11Plant,11,Plant,INFORMATION,has purpose,0,0,0
11Plant,11,Plant,INFORMATION,disliked info,0,0,0
11Plant,11,Plant,INFORMATION,no purpose,0,0,0
11Plant,11,Plant,INFORMATION,not enough info,0,0,0
11Plant,11,Plant,INFORMATION,too much info,0,0,0
11Plant,11,Plant,EMPHASIS,likes emphasis,0,0,0
11Plant,11,Plant,EMPHASIS,disliked emphasis,0,0,0
12Prison,12,Prison,COLOR,likes color,0,0,0
12Prison,12,Prison,COLOR,clear color,0,0,0
12Prison,12,Prison,COLOR,disliked color,0,0,0
12Prison,12,Prison,COLOR,not enough colors,0,0,0
12Prison,12,Prison,COLOR,too many colors,0,0,0
12Prison,12,Prison,AESTHETIC,likes aesthetic,0,0,0
12Prison,12,Prison,AESTHETIC,easy to read,0,0,0
12Prison,12,Prison,AESTHETIC,professional,0,0,0
12Prison,12,Prison,AESTHETIC,disliked aesthetic,0,0,0
12Prison,12,Prison,AESTHETIC,unprofessional,0,0,0
12Prison,12,Prison,AESTHETIC,cluttered,0,0,0
12Prison,12,Prison,AESTHETIC,boring,0,0,0
12Prison,12,Prison,INFORMATION,likes info,0,0,0
12Prison,12,Prison,INFORMATION,clear info,0,0,0
12Prison,12,Prison,INFORMATION,has purpose,0,0,0
12Prison,12,Prison,INFORMATION,disliked info,0,0,0
12Prison,12,Prison,INFORMATION,no purpose,0,0,0
12Prison,12,Prison,INFORMATION,not enough info,0,0,0
12Prison,12,Prison,INFORMATION,too much info,0,0,0
12Prison,12,Prison,EMPHASIS,likes emphasis,0,0,0
12Prison,12,Prison,EMPHASIS,disliked emphasis,0,0,0
12News,12,News,COLOR,likes color,0,0,0
12News,12,News,COLOR,clear color,0,0,0
12News,12,News,COLOR,disliked color,0,1,0
12News,12,News,COLOR,not enough colors,0,1,0
12News,12,News,COLOR,too many colors,0,0,0
12News,12,News,AESTHETIC,likes aesthetic,0,0,1
12News,12,News,AESTHETIC,easy to read,0,0,0
12News,12,News,AESTHETIC,professional,0,0,0
12News,12,News,AESTHETIC,disliked aesthetic,1,1,0
12News,12,News,AESTHETIC,unprofessional,0,0,0
12News,12,News,AESTHETIC,cluttered,1,0,0
12News,12,News,AESTHETIC,boring,0,0,0
12News,12,News,INFORMATION,likes info,0,0,1
12News,12,News,INFORMATION,clear info,0,0,0
12News,12,News,INFORMATION,has purpose,0,0,1
12News,12,News,INFORMATION,disliked info,0,1,0
12News,12,News,INFORMATION,no purpose,0,1,0
12News,12,News,INFORMATION,not enough info,0,0,0
12News,12,News,INFORMATION,too much info,0,0,0
12News,12,News,EMPHASIS,likes emphasis,0,0,1
12News,12,News,EMPHASIS,disliked emphasis,0,0,0
12Tires,12,Tires,COLOR,likes color,0,0,0
12Tires,12,Tires,COLOR,clear color,0,0,0
12Tires,12,Tires,COLOR,disliked color,0,0,0
12Tires,12,Tires,COLOR,not enough colors,0,0,0
12Tires,12,Tires,COLOR,too many colors,0,0,0
12Tires,12,Tires,AESTHETIC,likes aesthetic,0,0,0
12Tires,12,Tires,AESTHETIC,easy to read,0,0,0
12Tires,12,Tires,AESTHETIC,professional,0,0,0
12Tires,12,Tires,AESTHETIC,disliked aesthetic,0,0,0
12Tires,12,Tires,AESTHETIC,unprofessional,0,0,0
12Tires,12,Tires,AESTHETIC,cluttered,0,0,0
12Tires,12,Tires,AESTHETIC,boring,0,0,0
12Tires,12,Tires,INFORMATION,likes info,0,0,0
12Tires,12,Tires,INFORMATION,clear info,0,0,0
12Tires,12,Tires,INFORMATION,has purpose,0,0,0
12Tires,12,Tires,INFORMATION,disliked info,0,0,0
12Tires,12,Tires,INFORMATION,no purpose,0,0,0
12Tires,12,Tires,INFORMATION,not enough info,0,0,0
12Tires,12,Tires,INFORMATION,too much info,0,0,0
12Tires,12,Tires,EMPHASIS,likes emphasis,0,0,0
12Tires,12,Tires,EMPHASIS,disliked emphasis,0,0,0
12Holiday,12,Holiday,COLOR,likes color,0,0,0
12Holiday,12,Holiday,COLOR,clear color,0,0,0
12Holiday,12,Holiday,COLOR,disliked color,0,0,0
12Holiday,12,Holiday,COLOR,not enough colors,0,0,0
12Holiday,12,Holiday,COLOR,too many colors,0,0,0
12Holiday,12,Holiday,AESTHETIC,likes aesthetic,0,0,0
12Holiday,12,Holiday,AESTHETIC,easy to read,0,0,0
12Holiday,12,Holiday,AESTHETIC,professional,0,0,0
12Holiday,12,Holiday,AESTHETIC,disliked aesthetic,0,0,0
12Holiday,12,Holiday,AESTHETIC,unprofessional,0,0,0
12Holiday,12,Holiday,AESTHETIC,cluttered,0,0,0
12Holiday,12,Holiday,AESTHETIC,boring,0,0,0
12Holiday,12,Holiday,INFORMATION,likes info,0,0,0
12Holiday,12,Holiday,INFORMATION,clear info,0,0,0
